名称,省,市,县,地址,介绍,985,211,软科排名,学校类型,学校属性,特色专业,2021分数线,2020分数线,2019分数线
解放军陆军航空兵学院,北京,北京市,通州区,北京市通州区台湖镇,中国人民解放军陆军航空兵学院，副军级，隶属于总参谋部。是全军最年轻的一所兵种院校，是在1999年全军院校体制编制压缩调整的情况下新成立的院校。校园位于北京市通州区，环境优美，交通便利，是一所设计先进、功能齐全、布局合理、特色鲜明，融入了最新设计理念和创新精神的现中国人民解放军陆军航空兵学院代化新型军事院校。学院拥有4万平方米的教学、实验大,否,否,,军事类,公办,"['国际经济与贸易', '工商管理', '信息管理与信息系统', '计算机科学与技术', '电气工程及其自动化']",,,
中国人民解放军陆军防化学院,北京,北京市,,北京市昌平区,中国人民解放军防化指挥工程学院位于北京市昌平区，占地近3000亩，隶属于中国人民解放军总参谋部，是全军唯一的培养防化指挥与工程技术人才的综合型高等院校。中国人民解放军防化指挥工程学院前身为军委化学兵学校，1950年由毛主席、周总理批准成立。根据新的教学任务规划，中国人民解放军防化指挥工程学院承担学历教育和任职教育双重任务。现有全军重点学科2个,否,否,,军事类,公办,[],,,
广州软件学院,广东,广州市,从化区,广东省广州市从化区经济开发区高技术产业园 广从南路548号,广州软件学院（原广州大学华软软件学院）成立于2002年，2006年开始实施本科层次的学历教育，前身为广州大学华软软件学院，2020年12月，经教育部批准，广东省人民政府同意，转设为广州软件学院，简称“广软”。学院位于粤港澳大湾区的核心——广州从化经济开发区高技术产业园内，毗邻广州地铁14号线太平站，交通便利。学院是广东省大学生创新创业教育示范学校、国家,否,否,,理工类,民办,"['环境设计', '视觉传达设计', '产品设计', '物流管理', '财务管理', '工商管理', '自动化', '风景园林', '计算机科学与技术', '电子信息工程']", 文科：523.00 理科：417.00 , 文科：504.00 理科：491.00 , 文科：512.00 理科：475.00 
黄河交通学院,河南,焦作市,,河南省焦作市武陟县迎宾大道333号,●河南省唯一的交通类普通本科高校●河南省先进基层党组织●河南省文明学校●河南省学校行风建设先进单位●河南省普通高校毕业生就业工作先进集体●河南省依法治校示范学校●河南省平安校园黄河交通学院校徽黄河交通学院东校区中心区鸟瞰图黄河交通学院东校区中心区鸟瞰图黄河交通学院是国家教育部批准的河南省唯一一所以培养交通运输人才为特色的应用型本科,否,否,,理工类,民办,"['工程管理', '土木工程', '工程造价', '能源与动力工程', '物流管理', '交通工程', '车辆工程', '道路桥梁与渡河工程', '电气工程及其自动化', '机械电子工程']",, 文科：379.00 , 文科：381.00 
大连理工大学城市学院,辽宁,大连市,金州区,辽宁省大连市保税区广宁路1号,大连理工大学城市学院经国家教育部批准成立于2003年3月，地处美丽的海滨城市--大连。学院是以工学为主，管理学、文学、艺术学等多学科协调发展的新型本科层次高等院校。目前设有计算机工程学院、电子与自动化学院、管理学院、建筑工程学院、外国语学院、艺术与传媒学院6个分院，30个本科专业，面向全国招生。undefined学院积极开展教育、教学改革创新，注重优良学风,否,否,,理工类,民办,"['市场营销', '工程造价', '电气工程及其自动化', '通信工程', '测绘工程', '土木工程', '工商管理', '物流管理', '公共事业管理', '信息管理与信息系统']", 文科：527.00 理科：422.00 , 文科：512.00 理科：435.00 , 文科：523.00 理科：451.00 
上海外国语大学贤达经济人文学院,上海,上海市,崇明区,"虹口校区：上海市虹口区东体育会路390号,崇明校区：上海市崇明区东滩大道999号",国家首批全日制本科独立学院上海外国语大学贤达经济人文学院系国家教育部2004年批准的上海首批全日制本科独立学院，由上海外国语大学和上海贤达投资有限公司合作举办。学校现有虹口、崇明两个校区，虹口校区地处市区东北部，毗邻上海外国语大学；崇明校区地处崇明区陈家镇，新古典主义和托斯卡纳风格的优美建筑与特有的生态环境相得益彰。（虹口校区）（崇明校,否,否,,财经类,民办,"['英语', '法语（双语班）', '德语（双语班）', '西班牙语（双语班）', '日语', '朝鲜语', '阿拉伯语', '国际经济与贸易', '金融学', '会计学']", 文科：520.00 理科：415.00 , 文科：501.00 理科：441.00 , 文科：507.00 理科：432.00 
平顶山工业职业技术学院,河南,平顶山市,,河南省平顶山市湛河区黄河路81号,平顶山工业职业技术学院是由国有特大型企业中国平煤神马集团主办的普通公办高等职业院校，位于中原经济区重要的能源和重工业基地，历史文化名城、中国优秀旅游城市平顶山市，是全国文明单位、首批国家示范性高等职业院校、全国普通高校毕业生就业工作先进集体、国家级优质高等职业院校、国家首批1+X证书制度试点院校。学校前身是原煤炭工业部创建于1956年的平顶,否,否,,理工类,公办,"['工商企业管理', '电子商务', '营养配餐', '市场营销', '旅游管理', '移动应用开发', '物联网应用技术', '计算机应用技术', '音乐表演', '模具设计与制造']",,,
北京理工大学珠海学院,广东,珠海市,,广东省珠海市唐家湾金凤路6号,◇全国先进独立学院◇中国独立学院排行榜10强◇“理工科实力第一名”的“五星”独立学院◇广东省首批普通高校本科转型试点高校◇改革开放40年最具影响力教育品牌北京理工大学珠海学院是经中华人民共和国教育部批准，于2004年5月8日正式成立的普通高等学校。学校现设18个专业学院（教学部）、涵盖七大学科门类的61个本科专业，全日制普通本科在校生近20000名。学校以,否,否,,理工类,民办,"['工业工程（智能制造管理方向）', '应用化学（新能源方向）', '测控技术与仪器（智能检测方向）', '电气工程及其自动化', '自动化', '智能科学与技术', '数字媒体技术', '机器人工程', '能源与动力工程', '生物工程']", 文科：547.00 理科：470.00 , 文科：527.00 理科：489.00 , 文科：529.00 理科：473.00 
广州应用科技学院,广东,广州市,增城区,"广东省广州市增城区朱村街朱村大道东432号,肇庆校区：广东省肇庆市鼎湖区莲花镇丰乐路20号",广州应用科技学院是经教育部批准设立的全日制普通本科高校。其前身是创办于2000年的广州大学松田学院。2020年12月经教育部批准转设并更现名。学校地处粤港澳大湾区，有广州和肇庆两个校区，占地面积1420亩，面向全国招生，现有在校生14000余人。校园布局大气舒朗，现代气息浓郁，体现“山水校园，文礼学府”的理念。愿景：倾心打造粤港澳大湾区应用型大学品牌，力争,否,否,,综合类,民办,"['软件工程', '网络工程', '计算机科学与技术', '行政管理', '市场营销', '法学', '人力资源管理', '社会工作', '英语', '日语']", 文科：519.00 理科：415.00 , 文科：505.00 理科：448.00 , 文科：512.00 理科：437.00 
吉林艺术学院,吉林,长春市,,吉林省长春市自由大路695号,吉林艺术学院是东北地区唯一的综合性高等艺术院校。学校前身萌发于1946年的东北大学鲁迅文艺学院，1958年组建吉林艺术专科学校，1978年更名为吉林艺术学院，1993年获得硕士学位授予权，1995年成为吉林省首批拥有省级重点学科的院校，2020年成为吉林省特色高水平大学。学校地处得天独厚的城市中心繁华地带，拥有表演、造型、综合、城市艺术四个校区，设有音乐学院、美,否,否,,艺术类,公办,"['音乐学', '艺术管理', '表演（服装与服饰展演）', '表演（戏剧影视）', '新媒体艺术', '广播电视编导（戏曲编导）', '音乐表演', '表演', '绘画', '数字媒体艺术']",,,
广州城建职业学院,广东,广州市,从化区,广东省广州市从化区环市东路166号,广州城建职业学院是经广东省人民政府批准、国家教育部备案，于2007年在原广州大学城建学院基础上独立设置的全日制理工类普通民办高等职业院校。学校坐落于广州市从化区，占地面积1300多亩，全日制在校学生近2万人。2012年，学校以优异成绩通过了广东省高职院校人才培养工作水平评估。学校是广东省先进集体、广东省高等职业教育“创新强校工程”A类规划建设的唯一民,否,否,,理工类,民办,"['会展策划与管理', '旅游管理', '商务英语', '机电一体化技术', '模具设计与制造', '数控技术', '音乐表演', '市政工程技术', '园林工程技术', '建筑设计']",,,
